자치구,안심 주소,CCTV 용도,위도,경도,CCTV 수량,수정 일시
svcareaid,addr,cctvuse,wgsxpt,wgsypt,qty,updtdate
영등포구,버드나루로4길 8,고정식,37.5216154406755,126.912695641649,1,2021-01-15
영등포구,시흥대로177길 11-5,쌈지공원#1,도심공원,37.4888017542672,126.904491452393,1,2021-01-15
영등포구,시흥대로177길 11-5,쌈지공원#1,도심공원,37.4888357585589,126.904499941465,1,2021-01-15
영등포구,시흥대로177길 11-5,쌈지공원#1,도심공원,37.4888587303699,126.904528710808,1,2021-01-15
영등포구,대림로 106,대림어린이공원#1,도심공원,37.4909401264155,126.903451537785,1,2021-01-15
영등포구,대림로 106,대림어린이공원#2,도심공원,37.4915466448689,126.902949678045,1,2021-01-15
영등포구,대림로23가길 10,다사랑공원,도심공원,37.4925643280474,126.899459795571,1,2021-01-15
영등포구,대림로23가길 10,다사랑공원,도심공원,37.4926192014849,126.899510582246,1,2021-01-15
영등포구,대림로23가길 10,다사랑공원,도심공원,37.492628638841,126.899396879358,1,2021-01-15
영등포구,대림로23가길 10,다사랑공원,도심공원,37.492656106594,126.899458174779,1,2021-01-15
영등포구,대림로23가길 10,다사랑공원,도심공원,37.4929731617421,126.899267371261,1,2021-01-15
영등포구,대림동 912-86,도심공원,37.4946838622898,126.908175382691,1,2021-01-15
영등포구,대림동 912-86,도심공원,37.4947118084302,126.908324245341,1,2021-01-15
영등포구,대림동 912-86,도심공원,37.4947674163104,126.908261676048,1,2021-01-15
영등포구,대림동 912-86,도심공원,37.4947689969583,126.908408733383,1,2021-01-15
영등포구,대림로29길 19,두암어린이공원#1,도심공원,37.495365828802,126.897442049851,1,2021-01-15
영등포구,대림로29길 19,두암어린이공원#1,도심공원,37.4953761953116,126.897325862716,1,2021-01-15
영등포구,대림로29길 19,두암어린이공원#1,도심공원,37.4954219770387,126.897421388487,1,2021-01-15
영등포구,대림로29길 19,두암어린이공원#1,도심공원,37.4954279159875,126.897512557804,1,2021-01-15
영등포구,도림로57길 6,근처 산성어린이공원#1,도심공원,37.4970774946981,126.902558615781,1,2021-01-15
영등포구,도림로47길 28,원지어린이공원#1,도심공원,37.4981508571395,126.899323104337,1,2021-01-15
영등포구,도림로47길 28,원지어린이공원#2,도심공원,37.4981674706607,126.899798955401,1,2021-01-15
영등포구,대림로35길 7,동심어린이공원#1,도심공원,37.4987196187832,126.897073280738,1,2021-01-15
영등포구,신풍로 지하27,신풍역소공원#1,도심공원,37.5002282126987,126.909760892099,1,2021-01-15
영등포구,신풍로 지하27,신풍역소공원#1,도심공원,37.500235869647,126.909644188987,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#3,도심공원,37.5003123516206,126.907138326588,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#3,도심공원,37.5003409594875,126.907139786659,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#3,도심공원,37.5003445616103,126.907172695792,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#3,도심공원,37.5003719655842,126.907159196629,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#2,도심공원,37.5009561521713,126.906813926245,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#2,도심공원,37.5009600295611,126.906654947034,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#2,도심공원,37.5009604940056,126.90652092688,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#2,도심공원,37.5010727429337,126.906658664362,1,2021-01-15
영등포구,도림로80길 6,신길근린공원#1,도심공원,37.5013566647284,126.906321651932,1,2021-01-15
영등포구,신길동 3183-29,도심공원,37.5024781047136,126.912738687845,1,2021-01-15
영등포구,신길동 3183-29,도심공원,37.5025352035385,126.912586375119,1,2021-01-15
