"자치구","안심 주소","CCTV 용도","위도","경도","CCTV 수량","수정 일시"
"서대문구","홍남공원1(홍은2동405-3)","도심공원","37.5779198227151","126.929176547628","1","2021-01-27"
"서대문구","홍남공원2(홍은2동405-3)","도심공원","37.5779198227151","126.929176547628","1","2021-01-27"
"서대문구","홍남공원3(홍은2동405-3)","도심공원","37.5779198227151","126.929176547628","1","2021-01-27"
"서대문구","홍남공원4(홍은2동405-3)","도심공원","37.5779198227151","126.929176547628","1","2021-01-27"
"서대문구","홍남공원5(홍은2동405-3)","도심공원","37.5779198227151","126.929176547628","1","2021-01-27"
"서대문구","안산공원(연희3동산1)","도심공원","37.578152562942","126.939813606976","1","2021-01-27"
"서대문구","안산공원4(연희3동산1)","도심공원","37.578152562942","126.939813606976","1","2021-01-27"
"서대문구","안산공원5(연희3동산1)","도심공원","37.578152562942","126.939813606976","1","2021-01-27"
"서대문구","안산공원6(연희3동산1)","도심공원","37.578152562942","126.939813606976","1","2021-01-27"
"서대문구","연남공원1(남가좌동326-8)","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","연남공원2","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","연남공원3","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","연남공원4","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","연남공원5","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","연남공원6","도심공원","37.5782511996199","126.925275198742","1","2021-01-27"
"서대문구","한양도성우백호녹지연결로1(통일로17길)","도심공원","37.578380678018","126.953649449828","1","2021-01-27"
"서대문구","한양도성우백호녹지연결로2(통일로17길)","도심공원","37.578380678018","126.953649449828","1","2021-01-27"
"서대문구","한양도성우백호녹지연결로3(통일로17길)","도심공원","37.578380678018","126.953649449828","1","2021-01-27"
"서대문구","한양도성우백호녹지연결로4(통일로17길)","도심공원","37.578380678018","126.953649449828","1","2021-01-27"
"서대문구","갈매연어린이공원(남가좌동 224-190)","도심공원","37.5789007399708","126.917755934025","28","2021-01-27"
"서대문구","까치소공원1(북가좌동366-4)","도심공원","37.5792021361941","126.907010481139","1","2021-01-27"
"서대문구","까치소공원2(북가좌동366-4)","도심공원","37.5792021361941","126.907010481139","1","2021-01-27"
"서대문구","까치소공원3(북가좌동366-4)","도심공원","37.5792021361941","126.907010481139","1","2021-01-27"
"서대문구","안산문화쉼터1(연희동산2-75)","도심공원","37.5796106857323","126.937774127096","1","2021-01-27"
"서대문구","안산문화쉼터2(연희동산2-75)","도심공원","37.5796106857323","126.937774127096","1","2021-01-27"
"서대문구","안산문화쉼터3(연희동산2-75)","도심공원","37.5796106857323","126.937774127096","1","2021-01-27"
"서대문구","북가좌정원지구어린이공원1(북가좌동459-1)","도심공원","37.5796550706931","126.916953110451","1","2021-01-27"
"서대문구","북가좌정원지구어린이공원2(북가좌동459-1)","도심공원","37.5796550706931","126.916953110451","1","2021-01-27"
"서대문구","북가좌정원지구어린이공원3(북가좌동459-1)","도심공원","37.5796550706931","126.916953110451","1","2021-01-27"
"서대문구","DMC아이파크2차1(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차10(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차2(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차3(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차4(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차5(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차6(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차7(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차8(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","DMC아이파크2차9(남가좌동361-37)","도심공원","37.580063","126.919415","1","2021-01-27"
"서대문구","홍연어린이공원(홍은2동","도심공원","37.5801562670009","126.926928241734","1","2021-01-27"
"서대문구","홍연어린이공원1(홍은2동","도심공원","37.5801562670009","126.926928241734","1","2021-01-27"
"서대문구","홍연어린이공원2(홍은2동","도심공원","37.5801562670009","126.926928241734","1","2021-01-27"
"서대문구","홍연어린이공원3(홍은2동","도심공원","37.5801562670009","126.926928241734","1","2021-01-27"
"서대문구","안산문화쉼터(방문자쉼터)(연희동산2-122)","도심공원","37.5802739395957","126.938185900744","4","2021-01-27"
"서대문구","안산문화쉼터(벚꽃마당)(연희동산2-122)","도심공원","37.5802739395957","126.938185900744","3","2021-01-27"
"서대문구","안산문화쉼터(숲속쉼터)(연희동산2-122)","도심공원","37.5802739395957","126.938185900744","3","2021-01-27"
"서대문구","신가공원1(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","신가공원2(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","신가공원3(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","신가공원4(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","신가공원5(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","신가공원6(거북골로22길29-51)","도심공원","37.5802885182046","126.908332224537","1","2021-01-27"
"서대문구","백련공원1(홍은2동421-1)","도심공원","37.582336","126.924143","4","2021-01-27"
"서대문구","가재울어린이공원(북가좌2동325-20)","도심공원","37.582378","126.910431","1","2021-01-27"
"서대문구","배롱나무쉼터(홍은동426-11)","도심공원","37.5823808421745","126.93650055162","1","2021-01-27"
"서대문구","은가어린이공원1(북가좌동3-39)","도심공원","37.582807655687","126.919426542328","1","2021-01-27"
"서대문구","은가어린이공원2","도심공원","37.582807655687","126.919426542328","1","2021-01-27"
"서대문구","은가어린이공원3","도심공원","37.582807655687","126.919426542328","1","2021-01-27"
"서대문구","은가어린이공원4","도심공원","37.582807655687","126.919426542328","1","2021-01-27"
"서대문구","상암곡어린이공원(홍제1동322-72)","도심공원","37.5829219356368","126.942267797086","1","2021-01-27"
"서대문구","모랫재어린이공원1(홍제1동156-363)","도심공원","37.582952","126.944597","1","2021-01-27"
"서대문구","모랫재어린이공원2","도심공원","37.582952","126.944597","1","2021-01-27"
"서대문구","고은초 아이파크1(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","3","2021-01-27"
"서대문구","고은초 아이파크10(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크11(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크12(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크2(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크5(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크6(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크7(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크8(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","고은초 아이파크9(홍제동 321-28)","도심공원","37.5843897578317","126.943917480673","1","2021-01-27"
"서대문구","금호어울림공원1(홍제동356-63)","도심공원","37.585036726519","126.939664483403","1","2021-01-27"
"서대문구","금호어울림공원2","도심공원","37.585036726519","126.939664483403","1","2021-01-27"
"서대문구","거꾸로어린이공원1(북가좌2동338-21)","도심공원","37.585314","126.913267","1","2021-01-27"
"서대문구","거꾸로어린이공원2","도심공원","37.585314","126.913267","1","2021-01-27"
"서대문구","야호놀이터(신기한놀이터) 홍제동 산41-3 등 3필지","도심공원","37.5853728406383","126.938911513637","14","2021-01-27"
"서대문구","신기한놀이터(홍제동 산1-1)(환희사 앞)","도심공원","37.5854572375591","126.938656482936","2","2021-01-27"
"서대문구","고은산공원(비상벨)(홍제1동449-1일대)","도심공원","37.5854939111977","126.942024566407","1","2021-01-27"
"서대문구","고은산공원1","도심공원","37.5854939111977","126.942024566407","1","2021-01-27"
"서대문구","고은산공원2","도심공원","37.5854939111977","126.942024566407","1","2021-01-27"
"서대문구","고은산공원3","도심공원","37.5854939111977","126.942024566407","1","2021-01-27"
"서대문구","고은산공원4","도심공원","37.5854939111977","126.942024566407","1","2021-01-27"
"서대문구","무궁화동산화장실1(홍제2동460-5)","도심공원","37.5860806604891","126.952504377979","1","2021-01-27"
"서대문구","무궁화동산화장실2(홍제2동460-5)","도심공원","37.5860806604891","126.952504377979","1","2021-01-27"
"서대문구","무궁화동산화장실3(홍제2동460-5)","도심공원","37.5860806604891","126.952504377979","1","2021-01-27"
"서대문구","인왕산 등산로(홍제동 산41-29)","도심공원","37.5868449021179","126.954559423183","2","2021-01-27"
"서대문구","고은산전망대1(홍제동산37-55)","도심공원","37.586875","126.939969","1","2021-01-27"
"서대문구","고은산전망대2(홍제동산37-55)","도심공원","37.586875","126.939969","1","2021-01-27"
"서대문구","고은산전망대3(홍제동산37-55)","도심공원","37.586875","126.939969","1","2021-01-27"
"서대문구","백련근린공원어린이놀이터1(홍은동산11-325)","도심공원","37.587887300577","126.930381350104","1","2021-01-27"
"서대문구","백련근린공원어린이놀이터2(홍은동산11-325)","도심공원","37.587887300577","126.930381350104","1","2021-01-27"
"서대문구","백련근린공원체험장1(입구)(홍은동산11-279)","도심공원","37.5903373293038","126.933669856585","1","2021-01-27"
"서대문구","백련근린공원체험장2(체력단련장앞)","도심공원","37.5903373293038","126.933669856585","1","2021-01-27"
"서대문구","백련근린공원체험장3(갈림길)","도심공원","37.5903373293038","126.933669856585","1","2021-01-27"
"서대문구","백련근린공원체험장4(육각정)","도심공원","37.5903373293038","126.933669856585","1","2021-01-27"
"서대문구","백련근린공원체험장5(원두막앞)","도심공원","37.5903373293038","126.933669856585","1","2021-01-27"
"서대문구","개미마을어린이놀이터1(세검정로4길129-34)","도심공원","37.5908677520845","126.953922169312","1","2021-01-27"
"서대문구","개미마을어린이놀이터2","도심공원","37.5908677520845","126.953922169312","1","2021-01-27"
"서대문구","개미마을어린이놀이터3","도심공원","37.5908677520845","126.953922169312","1","2021-01-27"
"서대문구","쌈지마당어린이놀이터1(문화촌2길26(홍제동10-9))","도심공원","37.5909387300797","126.950319148479","1","2021-01-27"
"서대문구","쌈지마당어린이놀이터2","도심공원","37.5909387300797","126.950319148479","1","2021-01-27"
